Palabra	(Archivo, Cantidad)
rip	(2,1) 
riparo	(1,1) 
ripuarii	(1,1) 
ripuwlika	(1,1) 
rise	(1,21) (2,30) (0,3) (9,4) (7,6) (6,4) (5,5) 
risen	(2,6) (9,1) (4,1) (1,4) (0,1) (5,1) 
rises	(2,1) 
rising	(1,9) (2,6) (3,1) (7,1) (5,4) 
risk	(1,2) (9,1) (4,2) (2,1) (0,1) (6,1) 
risks	(2,2) 
risky	(2,1) 
risorgimento	(1,2) 
rita	(1,1) 
rite	(2,2) 
rites	(1,2) 
ritmo	(2,1) 
ritsos	(2,1) 
ritual	(2,2) 
rituals	(3,1) (1,2) (2,2) 
riva	(1,1) 
rivadavia	(0,2) 
rival	(0,1) (2,4) (9,1) (1,5) (7,1) 
rivaling	(2,1) 
rivalling	(7,1) 
rivalries	(2,2) 
rivalry	(8,1) (1,6) (7,1) (2,1) 
rivals	(1,5) (0,1) (2,1) (7,2) 
rivas	(2,1) (1,1) 
river	(1,61) (7,7) (8,6) (3,2) (5,16) (2,60) (0,1) (9,1) (6,7) (4,6) 
river-borne	(2,1) 
river]	(1,1) 
rivera	(1,12) 
riverbanks	(1,1) 
riverine	(5,1) 
rivermirandese	(2,1) 
rivers	(2,19) (6,3) (7,5) (3,5) (1,17) (8,1) (0,4) (9,2) (5,8) (4,1) 
riversas	(1,1) 
riverthe	(4,1) 
riviera	(2,2) (1,1) 
rivoli	(1,1) 
rizal	(1,4) 
rizo	(1,1) 
rmb	(2,2) 
road	(2,29) (0,2) (3,1) (1,21) (7,2) (6,2) (5,1) (9,2) 
roadblocks	(1,1) 
roads	(1,16) (2,10) (0,2) (3,2) (7,1) (4,1) (6,1) (5,1) 
roadside	(2,1) 
roadsthe	(2,1) 
roadthe	(1,1) (9,1) 
roadway	(2,1) (1,2) 
roam	(2,1) 
roamed	(2,1) 
roast	(2,1) 
roasted	(1,2) 
robbed	(2,1) 
robberiesthere	(5,1) 
robbery	(5,1) (2,1) (1,2) 
robbia	(1,1) 
robert	(5,1) (2,2) (1,3) 
roberto	(1,6) (0,3) (6,1) 
roberts	(1,1) 
robigalia	(5,1) 
robin	(2,1) 
robinson	(1,1) 
roboré	(1,1) 
robotic	(2,1) (4,1) 
robotics	(4,1) (1,1) 
robots	(1,1) 
robur	(2,1) 
robust	(0,1) (1,2) (2,1) 
robustly	(2,1) 
roc	(2,8) 
roca	(1,1) (0,1) 
rocafuerte	(1,1) 
rocas	(3,1) 
rocha	(3,1) 
rochas	(3,1) 
rock	(2,8) (1,13) (9,3) (7,1) (0,1) (5,1) (6,1) 
rocked	(2,1) 
rockefeller	(2,2) 
rocket	(2,4) (7,1) (1,1) 
rockets	(2,1) (7,1) (4,2) 
rockies	(4,2) 
rockola	(1,1) 
rocks	(9,1) (3,1) (6,1) (1,3) (5,1) 
rocky	(4,1) (9,1) (2,1) (1,1) 
rococo	(1,4) (3,2) (7,1) 
rodent	(5,1) 
rodeo	(6,1) 
roderic	(2,1) 
rodnovery	(7,2) 
rodolfo	(1,3) (0,1) 
rodrigo	(1,3) (2,1) 
rodrigues	(2,1) 
rodriguez	(1,3) (2,1) 
rodríguez	(1,9) (5,1) (9,1) 
rodó	(1,1) 
roe	(2,2) 
roerich	(7,1) 
roerichism	(7,1) 
rogelio	(0,1) (1,1) 
roger	(3,1) 
roi	(1,1) 
rois	(1,1) 
rojas	(6,2) (1,4) (5,1) (2,1) 
rojos	(1,1) 
rokha	(6,1) 
rolando	(1,1) 
roldos	(1,2) 
roldosist	(1,1) 
roldán	(9,2) 
roldós	(1,1) 
role	(1,27) (9,1) (6,3) (2,41) (7,4) (3,3) (4,11) (5,2) (0,6) 
rolea	(1,1) 
rolepublic	(3,1) 
roles	(1,4) (2,6) (4,3) (5,1) 
roll	(3,1) (1,3) 
rolled	(2,2) 
roller	(1,2) (2,1) 
rolling	(2,3) (1,1) (3,1) (5,2) (0,1) 
rollout	(2,1) 
rolls	(7,1) 
rolo	(3,1) 
roma	(1,3) (2,2) 
romagnosi	(1,1) 
roman	(1,71) (2,55) (3,6) (6,8) (9,20) (4,1) (0,1) (8,8) (7,1) (5,3) 
roman-celtic	(2,1) 
roman-visigothic	(2,1) 
romance	(2,4) (1,2) (9,5) (6,1) 
romance-based	(9,1) 
romance-speaking	(2,1) 
romances	(2,1) 
romanesque	(1,2) (9,1) 
romani	(9,1) (1,3) (2,3) (0,1) 
romania	(0,1) (2,4) (1,1) (7,1) 
romanian	(1,3) (9,2) (2,2) 
romanians	(1,1) (2,1) (9,1) 
romaniotes	(2,1) 
romanis	(1,1) 
romanised	(9,1) (1,2) 
romanization	(9,1) 
romanized	(7,1) (2,1) 
romano	(1,1) 
romano-celtic	(2,1) 
romanorum	(1,1) 
romanov	(7,1) 
romans	(2,10) (1,12) (9,2) (8,1) 
romanthe	(1,1) 
romantic	(1,6) (7,3) (0,2) (2,1) (9,2) 
romanticised	(9,1) 
romanticism	(9,1) (1,4) (3,4) (2,2) (7,1) (5,1) 
romanticist	(2,1) 
romanticists	(1,1) 
romanticized	(1,1) 
rombai	(1,1) 
rome	(7,1) (2,10) (1,50) (0,2) (8,1) 
romealso	(1,1) 
romeo	(1,4) 
romero	(1,6) 
romes	(2,1) (1,2) 
romeu	(3,1) 
rompope	(1,1) 
romulus	(1,2) 
ronaldo	(2,1) 
rondador	(1,1) 
rondón	(5,1) 
rongji	(2,1) 
rontiris	(2,1) 
roo	(2,1) 
roofing	(5,1) 
roofs	(5,1) (1,1) 
rooftop	(2,1) 
rooftop-generated	(2,1) 
room	(2,2) (1,1) 
rooms	(2,2) (1,2) 
roos	(1,1) 
roosevelt	(1,1) 
roosevelts	(1,1) 
rooster	(2,2) 
roosters	(2,1) 
root	(2,3) (1,2) (9,1) 
roota	(2,1) 
rooted	(2,3) (4,1) (1,1) 
roots	(2,6) (1,11) (9,1) (4,1) (6,1) (0,3) 
ropa	(2,1) 
roque	(1,1) (0,1) 
roques	(5,1) 
roraima	(3,1) 
rosa	(3,1) (2,1) (1,3) 
rosales	(2,1) (6,1) 
rosariazo	(0,1) 
rosario	(0,5) (1,1) 
rosary	(9,1) (2,1) 
rosas	(0,1) (1,5) 
rosatom	(1,1) (2,2) 
roscosmos	(7,1) 
roscón	(1,1) 
rose	(1,6) (7,2) (2,10) (3,2) (6,1) (9,2) (5,1) (4,1) (0,3) 
rosea	(6,1) 
rosemary	(1,1) 
rosiya	(7,1) 
rosmini	(1,1) 
rospigliosi	(2,1) 
ross	(1,1) 
rosselli	(1,1) 
rossellini	(1,1) 
rossi	(1,1) 
rossii	(7,1) 
rossini	(1,2) 
rossiya	(7,2) 
rossiyane	(7,1) 
rossiyskaya	(7,1) 
rosso	(1,1) 
rosstat	(7,1) 
roster	(2,1) 
rostov	(7,1) 
rostov-on-don	(7,1) 
roswell	(2,1) 
rosé	(2,1) 
rosía	(7,1) 
rotate	(2,1) 
rotating	(1,1) 
rotation	(1,1) 
rothschild	(2,1) 
rotten	(3,1) (2,2) 
rotterdam	(2,1) 
rouble	(7,1) 
rough	(2,3) (1,1) (0,1) 
roughly	(0,1) (2,10) (1,6) (6,1) (7,6) (9,1) (4,1) (5,4) (3,2) 
round	(3,3) (1,3) (0,1) (2,4) 
rounded	(2,1) (3,1) 
roundtable	(5,1) 
rousseff	(3,1) 
rousseffs	(3,1) 
roussos	(2,1) 
route	(2,9) (1,4) (7,1) (6,3) 
routed	(1,1) 
routes	(7,2) (2,5) (1,4) (6,1) (4,1) (9,1) 
routhier	(4,1) 
routinely	(2,3) (1,1) 
routledge	(2,1) 
rouvas	(2,1) 
rover	(7,1) (2,2) 
row	(2,1) 
rowing	(2,1) 
rowland	(1,1) 
rowman	(2,1) 
rows	(2,1) 
rowthe	(0,1) 
roxana	(1,1) 
royal	(2,19) (1,30) (4,11) (9,2) (3,4) (6,1) (5,1) 
royalist	(5,1) (2,4) (1,4) (0,1) 
royalists	(1,1) (0,1) (6,1) 
royals	(1,4) 
royalties	(1,2) 
royalty	(2,1) (1,1) 
rsfsr	(7,1) 
rsi	(1,3) 
rsvped	(1,1) 
rt	(7,1) 
rtp	(2,1) 
ruah	(2,1) 
rubber	(2,3) (5,1) (1,1) 
rubbia	(1,1) 
rubicon	(1,1) 
rubinstein	(7,1) 
rublev	(7,1) 
rubén	(5,1) (1,1) 
rufino	(1,1) 
rufus	(1,1) 
rugby	(1,6) (2,4) (0,5) 
rugged	(5,4) (2,1) (1,1) (3,1) 
rui	(2,1) 
ruijin	(2,1) 
ruin	(1,1) 
ruined	(1,1) (2,1) (9,1) 
ruins	(1,5) (2,1) 
ruiz	(1,1) 
ruiz-tagle	(6,3) 
rule	(6,4) (1,45) (9,9) (2,75) (5,5) (4,3) (7,11) (0,4) (8,6) 
ruled	(8,10) (7,4) (2,27) (1,39) (6,2) (5,2) (4,2) (0,5) (3,2) 
ruler	(2,11) (7,2) (1,7) 
rulers	(1,8) (8,1) (2,3) 
rulers—topa	(1,1) 
rules	(1,6) (2,6) (3,1) 
rulethe	(1,1) 
rule—performed	(2,1) 
rulfo	(1,1) 
ruling	(1,10) (2,19) (6,3) (9,2) (8,1) (7,1) (0,2) 
rulings	(6,1) 
rum	(1,1) 
rumailah	(2,1) 
rumba	(2,1) 
rumichaca	(1,1) 
rumors	(7,1) 
rumours	(2,1) (1,1) 
rump	(1,1) 
run	(1,14) (2,12) (3,1) (0,1) 
run-off	(1,6) (0,1) (2,1) 
runner	(2,1) 
runner-up	(1,1) (2,1) (6,1) 
runner-ups	(2,1) 
runners	(2,1) 
runners-up	(6,1) (2,5) (1,1) 
running	(1,7) (3,3) (9,1) (7,1) (2,6) (0,2) 
runoff	(6,2) (2,1) (1,2) 
runs	(5,1) (1,6) (6,1) (2,4) 
runways	(6,1) (1,1) (0,1) 
ruotsi	(7,1) 
rupees	(2,1) 
ruperts	(4,1) 
ruptured	(2,1) 
rural	(4,2) (7,1) (9,3) (2,40) (1,39) (5,1) (3,2) (0,4) (6,3) 
rural-urban	(2,1) 
rurik	(7,3) 
rurikid	(7,1) 
ruriks	(7,1) 
rus	(7,22) 
rush	(2,2) (4,1) (3,1) (1,3) 
rushed	(1,1) 
rushes	(1,1) 
russa	(2,1) 
russia	(4,1) (7,170) (2,18) (1,2) (5,1) (0,2) (6,1) 
russia-1	(7,1) 
russiacatherine	(7,1) 
russian	(7,145) (2,10) (1,4) (4,1) (9,1) (5,1) (3,1) 
russian-backed	(7,1) 
russian-installed	(7,1) 
russian-instigated	(2,1) 
russian-speaking	(2,2) 
russians	(2,1) (7,10) (1,1) 
russiarussia	(7,1) 
russias	(7,48) (2,3) 
russkaya	(7,1) 
russkiye	(7,1) 
russkoye	(7,1) 
russo-georgian	(7,1) 
russo-japanese	(7,1) 
russo-persian	(7,1) 
russo-polish	(7,1) 
russo-turkish	(7,2) 
russo-ukrainian	(7,2) 
rusticorum	(2,1) 
ruta	(1,1) 
rutheniain	(7,1) 
ruthless	(1,2) 
ruthlessness	(2,1) 
ruy	(1,1) 
rwanda	(4,1) (1,1) 
rwg	(5,1) 
ryazanov	(7,1) 
rye	(7,1) 
ryukyu	(1,1) 
régime	(1,4) 
régimen	(1,1) 
rénmín	(2,1) 
río	(1,16) (2,1) (0,10) 
ríos	(6,3) (0,1) (1,7) 
rómulo	(1,2) (5,4) 
rúa	(0,2) 
s	(2,5) (6,1) (1,1) (3,1) 
s-400	(2,1) 
s2cid	(1,2) 
sa	(1,2) 
saarc	(2,1) 
sabah	(1,1) 
sabalero	(1,1) 
sabana	(2,2) 
sabana-camagüey	(2,1) 
sabatini	(0,1) 
sabato	(0,1) 
sabbath	(2,1) 
sabella	(6,1) 
saber	(1,1) 
saber-pro	(1,1) 
sabha	(2,3) 
sabhas	(2,1) 
sabido	(1,2) 
sabinada	(3,1) 
sabine	(1,1) 
sabines	(1,1) 
sabotage	(2,1) (1,1) 
sabra	(2,1) 
sac	(0,1) 
saca	(1,7) 
sacas	(1,2) 
sach	(2,1) 
sachs	(2,2) (1,1) 
sack	(1,1) 
sacked	(7,1) (2,1) 
sacking	(7,1) 
sacramentary	(1,1) 
sacramento	(1,4) 
sacred	(3,1) (1,2) (2,2) 
sacrifice	(7,1) (1,1) 
sacrificed	(1,1) 
sacrifices	(1,1) 
sacro	(1,1) 
sacsahuamán	(2,1) 
sadat	(2,2) 
saddam	(2,1) 
sadness	(1,1) 
sado	(2,1) 
saeed	(2,1) 
safe	(2,2) (1,1) (0,1) 
safed	(2,3) 
safed—and	(2,1) 
safeguard	(2,4) (1,1) (4,1) 
safely	(2,1) 
safer	(2,1) 
safety	(2,1) (1,1) 
sagasti	(2,1) 
sagrajas	(2,1) 
sahara	(2,5) (0,1) 
sahel	(2,5) 
sahelian	(2,2) 
sahf	(1,1) 
sahrawi	(2,1) 
said	(2,27) (0,1) (1,19) (9,1) (6,1) (3,1) (5,4) 
sail	(1,2) 
sailed	(5,2) (2,3) (1,3) 
sailing	(2,2) (1,3) (3,1) 
sailors	(3,2) (2,2) (1,2) 
saina	(2,1) 
sainsburys	(2,1) 
saint	(3,1) (8,2) (7,8) (2,6) (9,1) (1,10) (4,8) (6,2) 
saint-denis	(1,2) 
saint-domingue	(2,2) 
saint-germain	(2,1) 
saint-germain-en-laye	(1,1) 
saint-petersburg	(7,1) 
saintes	(1,1) 
saints	(1,9) (5,2) (2,2) (6,4) (9,1) 
saintsin	(1,1) 
sajama	(1,3) 
sake	(1,2) 
sakellaridis	(2,1) 
sakellarios	(2,3) 
sakellaropoulou	(2,1) 
sakha	(7,1) 
sakhalin	(7,1) 
sakis	(2,1) 
sal	(2,2) 
sala	(6,1) 
salad	(7,1) (3,1) (2,2) 
salado	(0,1) (6,1) 
salads	(7,2) 
salafi	(2,1) 
salafis	(7,2) 
salah	(1,1) 
salamanca	(9,1) 
salamander	(1,2) 
salamis	(2,2) 
salamá	(1,1) 
salar	(6,1) (1,2) (2,1) 
salaries	(2,5) (6,1) 
salarrué	(1,1) 
salary	(2,2) 
salas	(6,1) (5,1) 
salazar	(1,7) (2,4) 
salazars	(1,1) 
salcedo	(1,1) 
sale	(2,3) (1,4) (7,1) 
saleh	(2,1) 
salehsince	(2,1) 
salerno	(1,1) 
sales	(1,3) (2,4) (5,2) 
salgari	(1,1) 
salian	(1,2) 
salians	(1,3) 
saliban	(1,1) 
salica	(1,1) 
salient	(2,1) 
salii	(1,1) 
salinas	(1,11) 
salitre	(1,1) 
salles	(3,1) 
salmon	(6,1) 
salmona	(1,1) 
salomon-lozano	(1,1) 
salone	(1,2) 
salsa	(1,5) (2,3) 
salsas	(1,1) 
salsipuedes	(1,1) 
salt	(3,1) (6,2) (1,3) (5,1) (2,2) 
salta	(1,1) (0,2) 
salting	(9,1) 
saltpeter	(1,1) (6,1) 
salts	(2,1) 
saltwater	(7,1) 
saltykov-shchedrin	(7,1) 
salud	(1,3) (2,1) 
salutary	(2,1) 
salvadaran	(1,1) 
salvador	(1,184) (2,6) (3,3) (9,1) (6,2) 
salvadoran	(1,49) 
salvadorans	(1,19) 
salvadorean	(1,1) 
salvadorenos	(1,1) 
salvadoreña	(1,1) 
salvadorin	(1,2) 
salvadormost	(1,1) 
salvadors	(1,26) 
salvador–related	(1,1) 
salvaged	(1,1) 
salvages	(2,1) 
salvajes	(1,1) 
salvanatura	(1,1) 
salvationism	(2,1) 
salvatore	(1,1) 
salvatores	(1,1) 
salvatrucha	(1,3) 
salvação	(2,1) 
salvinis	(1,1) 
salyut	(7,1) 
salβaˈðoɾ]	(1,1) 
sam	(2,1) 
sama	(1,1) 
sama-bajau	(1,1) 
samaipata	(1,1) 
samaras	(2,2) 
samaria	(2,5) 
samaritan	(2,2) 
samaritanism	(2,2) 
samba	(3,2) 
sambisa	(2,1) 
same	(2,46) (3,2) (1,36) (7,4) (0,4) (5,4) (6,5) (9,4) (4,2) 
same-sex	(2,6) (3,1) (1,4) (7,1) (0,1) 
sammy	(2,1) 
samnites	(1,1) 
samo	(1,1) 
samos	(2,1) 
sampaio	(2,1) 
sample	(2,1) (3,1) 
samples	(2,1) 
samuel	(2,2) (4,1) 
san	(2,33) (1,62) (5,3) (0,18) (9,3) (6,8) 
san-min	(2,1) 
sanabriathe	(1,1) 
sanarate	(1,1) 
sanchez	(1,2) 
sanchi	(2,1) 
sancho	(1,1) 
sancocho	(1,1) 
sanctioned	(4,1) (7,1) 
sanctions	(7,5) (2,16) (5,2) (1,1) 
sanctuaries	(2,2) (1,1) 
sanctuary	(2,1) (1,1) 
sand	(1,1) (2,6) 
sandinista	(6,1) 
sandokan	(1,1) 
sandoval	(2,1) 
sandro	(1,1) (0,1) 
sands	(5,2) (4,1) 
sandstone	(1,2) (5,1) 
sandstone-shale	(2,1) 
sandstorms	(2,1) 
sandwich	(1,2) (0,4) 
sandwiched	(0,1) 
sandwiches	(1,1) (2,1) 
sandy	(2,2) (1,1) 
sanfotsi	(1,1) 
sang	(1,1) 
sangam	(2,2) 
sangay	(1,3) 
sangley	(1,23) 
sangley/es	(1,1) 
sangleys	(1,4) 
sangui	(2,1) 
sanguinetti	(1,4) 
sanguinis	(1,1) 
sani	(2,1) 
sanitario	(1,1) 
sanitation	(3,1) (2,6) (1,7) (5,1) 
sanjuanero	(1,1) 
sanjuanito	(1,3) 
sanjurjo	(9,1) 
sank	(2,1) 
sanremo	(1,1) 
sanskrit	(2,8) (1,2) 
sant	(1,1) 
santa	(1,54) (2,5) (6,1) (9,1) (0,12) (3,6) (5,2) 
santamaría	(2,1) 
santambrogio	(1,1) 
santander	(1,3) (2,1) 
santaolalla	(0,1) 
santarém	(2,2) (3,1) 
santeria	(2,1) 
santería	(2,4) (1,1) 
santeríathere	(5,1) 
santiago	(1,8) (0,1) (2,8) (6,22) (9,1) 
santiaguito	(1,1) 
santo	(1,5) (3,2) (5,1) (2,6) 
santorini	(2,1) 
santos	(3,3) (2,4) (5,1) (1,5) 
santos-dumont	(3,1) 
sanya	(2,1) 
sao	(2,1) 
sapa	(2,2) (6,1) 
sapiens	(2,4) (1,1) 
sapienza	(1,1) 
saporta	(2,1) 
sapote	(1,2) 
sappho	(2,1) 
saracen	(1,1) 
saraceni	(1,1) (3,1) 
sarakatsani	(2,1) 
saramago	(2,1) 
sarasate	(9,1) 
saravia	(1,2) 
sarcophagi	(1,1) 
sardina	(2,1) 
sardines	(2,2) (1,1) 
sardinia	(1,15) 
sardiniabetween	(1,1) 
sardinian	(1,4) (2,1) 
sardinians	(1,1) 
sari	(2,3) 
sarikoli	(2,1) 
saris	(2,1) 
sarmatian	(9,1) 
sarmatians	(2,1) 
sarmento	(2,1) 
sarmiento	(0,1) 
sarmientos	(0,1) 
sarnath	(2,1) 
sarney	(3,1) 
sarneys	(3,1) 
sarniento	(1,1) 
sarno	(1,1) 
saro-wiwa	(2,1) 
saronic	(2,1) 
sars	(2,2) 
sars-cov-2	(1,1) 
sarstún	(1,1) 
sartor	(1,1) 
sasanian	(2,3) 
sasanid	(2,1) 
sasanids	(2,1) 
saskatchewan	(4,2) 
sassariother	(1,1) 
sasso	(1,1) 
sat	(1,1) 
satanic	(1,1) 
satellite	(1,5) (2,11) (7,4) (6,1) (0,2) (4,2) (9,1) 
satellites	(2,6) (0,2) (1,1) (3,1) (7,1) (4,1) 
satellitesisrael	(2,1) 
satire	(7,1) 
satirical	(1,1) 
satirist	(1,1) 
satisfaction	(2,3) 
satisfied	(1,1) 
satisfy	(1,1) 
satisfying	(6,1) 
satmex	(1,3) 
satpura	(2,1) 
satriano	(1,1) 
sattriya	(2,1) 
saturday	(2,2) 
satyr	(2,1) 
satélites	(1,1) 
sauce	(1,4) 
sauces	(2,2) (1,1) 
saud	(2,1) 
saudade	(2,1) 
saudi	(2,18) (7,1) (5,1) 
saudi-iranian	(2,1) 
saudi-led	(2,1) 
saudis	(2,1) 
sausage	(1,1) (0,1) 
sausagecommon	(0,1) 
sauteed	(2,1) 
sauvignon	(0,1) 
savage	(2,3) (9,1) 
savaged	(1,1) 
savages	(1,2) 
savall	(9,1) 
savanna	(2,1) (1,4) (3,1) 
savannah	(2,12) 
savannahs	(2,1) 
savannas	(1,4) (3,1) 
savaric	(1,1) 
save	(1,2) (5,2) (2,3) (9,1) 
saved	(2,1) (1,1) 
saves	(2,1) 
saving	(2,1) 
savings	(0,1) (6,1) 
savior	(1,2) 
saviors	(1,1) 
saviour	(1,1) 
savoury	(1,1) (2,2) 
savoy	(1,5) (2,1) 
saw	(2,32) (1,17) (0,1) (3,2) (9,3) (5,6) (6,1) (4,3) (7,10) 
sawa	(2,1) 
sawyer	(1,1) 
saxon	(1,5) 
saxons	(1,12) 
saxony	(1,2) (8,3) 
saxophonist	(0,1) 
say	(1,3) (2,1) (6,1) (7,1) 
sayan	(7,1) 
saying	(1,4) (2,6) (9,2) 
says	(2,1) 
saúde	(3,1) (2,2) 
sbt	(3,1) 
sc	(1,1) 
scala	(1,4) 
scale	(1,6) (2,4) (5,1) (3,1) (4,1) 
scaled	(2,1) 
scaly	(5,1) 
scam	(1,1) (2,1) 
scandal	(1,5) (3,2) 
scandals	(1,1) (9,1) 
scandinaviain	(4,1) 
scandinavian	(2,1) 
scansano	(1,1) 
scant	(2,1) 
scar	(2,1) 
scarce	(5,1) (1,1) (2,1) 
scarcer	(2,1) 
scarcity	(2,2) (5,1) 
scarlatti	(1,1) 
scarlet	(2,1) 
scattered	(1,5) (7,1) (2,5) (6,2) (9,1) 
scenari	(1,1) 
scenario	(9,1) (2,1) 
scenarios	(1,2) 
scene	(1,5) (2,15) (0,1) 
scenes	(2,5) (4,1) (0,1) 
scenic	(6,1) (2,2) 
schafik	(1,2) 
schaubert	(2,1) 
scheduled	(4,1) (2,9) (1,3) (5,1) 
scheldt	(4,1) (1,1) 
scheme	(2,4) (1,2) 
schemes	(2,2) (1,1) 
schenberg	(3,1) 
schengen	(2,3) 
schiaparelli	(1,1) 
schifrin	(0,1) 
schism	(1,2) 
schmalkaldic	(9,1) 
schmidt	(2,1) 
schnittkeduring	(7,1) 
schnitzel	(2,1) 
scholar	(2,1) 
scholar-official	(2,1) 
scholars	(2,14) (7,1) (1,8) 
scholarsafter	(2,1) 
scholarship	(2,1) (9,1) (1,1) 
scholeio	(2,1) 
school	(2,55) (1,36) (7,2) (9,4) (6,4) (5,3) (0,4) (3,1) 
school-life	(1,1) 
schoolgirls	(2,1) 
schooling	(1,2) (7,1) (2,2) 
schools	(2,29) (1,23) (4,7) (5,2) (9,2) (6,11) (3,1) 
schoolsperu	(2,1) 
school—the	(1,1) 
schooner	(6,1) 
schottenklöster	(1,1) 
schottische	(1,1) 
schrott	(1,1) 
schuman	(2,1) 
schwäbisch	(8,1) 
science	(2,37) (1,22) (7,5) (4,5) (9,3) (0,2) (3,4) 
science-related	(2,1) 
sciencein	(2,1) (1,1) 
scienceother	(1,1) 
sciences	(1,7) (3,1) (2,5) (7,1) (4,1) (5,1) (0,3) 
sciencesdíaz	(1,1) 
scientific	(1,22) (2,17) (7,1) (4,2) (5,1) (9,2) (6,1) 
scientist	(1,2) (0,1) 
scientists	(0,1) (1,3) (2,7) (7,1) (3,1) 
scienza	(1,2) 
scimago	(9,1) 
scioli	(0,1) 
scion	(1,1) 
scipio	(2,1) 
sciuto	(1,1) 
sclerophyllous	(2,3) 
sco	(7,2) (2,2) 
scola	(0,1) 
scooping	(2,1) 
scope	(2,3) (7,1) (8,1) (9,1) (1,1) 
scorched	(1,2) 
scorched-earth	(1,2) 
score	(1,9) (2,9) (7,1) (6,1) (9,1) (0,2) (5,1) 
scoreboard	(2,1) 
scored	(2,3) (1,2) 
scores	(1,1) (2,2) (4,2) 
scoring	(4,1) (5,1) (3,1) 
scotia	(4,5) 
scotland	(1,1) 
scots	(2,1) (4,1) 
scott	(4,1) (1,3) 
scottish	(4,1) (2,1) (1,2) (6,1) 
scrabble	(2,1) 
scramble	(2,1) (9,1) 
scrap	(1,1) (2,1) 
scrapers	(1,1) 
scrapped	(2,1) 
scrapping	(1,1) 
screen	(2,1) 
screened	(2,1) 
screenplay	(2,3) (0,1) 
screens	(2,1) 
screenwriter	(1,1) (2,1) 
scriabin	(7,1) 
scribes	(8,1) (1,1) 
script	(1,2) (2,2) 
scripts	(1,2) (2,1) 
scripture	(2,2) 
scriptures	(2,1) 
scrolls	(2,1) 
scrub	(2,1) 
scrublands	(3,1) (5,1) 
scruggs	(5,1) 
scud	(2,2) 
scuderia	(1,1) 
sculpted	(5,1) 
sculpting	(2,1) 
sculptor	(1,2) 
sculptors	(2,2) (0,1) (9,3) (1,1) 
sculptural	(1,1) (2,1) 
sculpture	(2,12) (1,8) (9,2) 
sculptures	(2,6) (1,1) 
scuola	(1,5) 
scythian	(7,1) 
sea	(7,10) (1,44) (9,6) (2,66) (0,4) (6,3) (5,8) (4,3) 
sea-borne	(1,1) 
seaalthough	(1,1) 
seabird	(2,1) 
seabirds	(4,1) 
seaboard	(2,1) (1,1) 
seaborne	(1,1) 
seafarer	(4,1) 
seafarers	(1,1) 
seafarersthe	(2,1) 
seafaring	(1,1) 
seafloor	(2,1) 
seafood	(9,3) (6,1) (1,2) (2,2) 
seaindian	(2,1) 
seal	(2,1) (5,1) 
sealed	(2,3) (1,1) 
seals	(2,3) (6,1) 
seams	(2,1) 
seaport	(1,1) (2,1) 
seaports	(5,1) (1,2) (2,2) 
search	(5,2) (2,4) (1,4) (3,1) 
searussia	(7,1) 
seas	(7,3) (2,5) (0,1) (1,6) 
seaside	(1,1) 
season	(3,1) (1,7) (5,1) (2,11) (9,1) 
seasonal	(1,6) (9,1) (4,3) (3,2) (2,10) (5,2) 
seasons	(1,2) (7,2) (6,1) (2,2) (3,1) (5,1) 
seasons—green	(4,1) 
seat	(1,14) (0,1) (2,3) (7,1) 
seated	(2,1) 
seats	(2,10) (0,3) (4,2) (1,13) (9,1) (6,1) (5,2) (3,1) 
seatsthe	(2,1) 
seawater	(2,1) 
sebastian	(2,3) (0,1) (6,1) (5,1) 
sebastián	(9,3) (1,2) (6,5) 
sebastião	(2,2) 
sebucán	(5,1) 
seca	(3,1) 
secede	(7,2) 
seceded	(1,3) (0,1) 
secession	(4,1) (3,1) (2,1) 
secessionist	(1,1) 
secessionistsfollowing	(2,1) 
secluded	(2,1) 
second	(2,82) (1,79) (7,8) (3,13) (5,9) (8,1) (9,10) (4,5) (0,8) (6,10) 
second-	(1,1) 
second-fastest	(2,1) 
second-highest	(1,5) (2,4) (3,1) (0,1) 
second-in-command	(2,2) 
second-languages	(0,1) 
second-largest	(0,3) (2,25) (1,4) (7,8) (5,1) (4,3) (9,1) (3,2) 
second-longest	(3,1) 
second-most	(2,4) (9,3) (4,1) 
second-most-populous	(2,1) 
second-oldest	(2,1) 
second-place	(1,1) 
second-round	(1,1) 
second-strike	(2,1) 
second-to-last	(4,1) 
second-wealthiest	(2,1) 
secondaria	(1,2) 
secondary	(1,14) (2,25) (0,4) (4,3) (7,1) (6,4) (9,2) (5,1) 
secondary-level	(7,1) (1,1) 
secondly	(6,1) 
secondo	(1,1) 
secoya	(1,1) 
secret	(1,6) (6,1) (7,1) (0,4) (2,7) (9,1) 
secretaria	(1,1) 
secretariat	(1,2) (0,2) (2,3) 
secretaries	(1,1) (2,2) 
secretary	(1,5) (7,1) (6,1) (2,22) 
secretary-general	(2,4) 
secretary-generals	(2,1) 
secretly	(2,1) 
secreto	(1,1) 
secrets	(1,1) 
sectarians	(2,1) 
section	(1,6) (2,2) (6,2) (5,1) (4,2) (3,1) 
sections	(2,3) (4,1) (1,1) 
sector	(2,41) (4,5) (1,44) (7,8) (5,3) (6,2) (9,1) (3,13) (0,6) 
sectoral	(1,1) 
sectors	(1,8) (0,2) (4,1) (2,15) (6,1) (7,1) (3,1) (9,1) 
sectorsthe	(2,1) 
